token	frequency	label	llm_reason	example_sentence_used
mujhko	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	"Kisi aur ki mujhko zaroorat kya, main toh khud se pyaar jataun" - Sheila (circa 2010) SinglesInspirationalQuotes
nainkatary	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	nainkatary arre, miss kar diya maine... itni pyari shakal hai tumhari
nautanki	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sir . . chehre pr mat jaiye . . bahut nautanki baaj hai yeh launda . . :p
nikla	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Saabun ki shakal mein, beta tu to nikla kewal jhaag. …
paap	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Phir bhi paap nahi dhulenge tere Kaju …
patakhe	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mere pakistani bhaiyo . . . . . . . . . apne sare patakhe hume hi bhej do kyunki jis terah tumhari team khel rahi hai us tereh to tum log koi patakhe na jla paoge
phool	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	RT k01768938 : sangita_salman Saw phool khele jab ye khele roop sunhara , saw chand bana jab ye bana chand sa chehra . Accha laga sangita !
piche	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mujhe kbhi kisi ne gaadi pe nhi baithaya . . . main to hamesha unke piche he daudta . . .
pootna	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ra_Bies Sir pootna theek hai ya nahi
rah	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	TinaSharmaT Yeh IPL9 match mein maza nahi aa rah hai just boring
rehne	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ruchikokcha Kyu taqleef dena chahte ho? Aise hi khush rehne do logon ko. Bechare
rehti	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	WaggishNushki haar jeet to chalti rehti hai
saalo	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	agar ayesi he baat hai toh peechley 15 saalo se bjp waaley congress ke khilaf apna 'prattyashi' kyu khara kartey thein delhi vidhansabha election mein . . . ?
sabha	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	anna ji . . . . lok sabha chunav mein varanasi wala episode bhul gaye . . . ! ! ! !
sabke	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sabke account me 15 lakh jama honewale the !
sagarikaghose	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ye ketu aur Rajdeep Rahu ? sagarikaghose
samjho	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Baat ki gehraiyon ko samjho …
san	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	bay area heads !i'll be on the piano at yoshi's san fran this sunday playing with the one n only dwight trible - http/URL
sara	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	salman sir sara din guzar gaya aap aa he nai :(
sawaal	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	RT KejriTrolls : Modi ji , aapne kisi aur ko exam likhne bheja hoga . Syllabus se kuch sawaal mein poonchu toh ans de paaoge aap ? Bolo bolo ..
sri	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	abpnewshindi SriSri dibang awsome jai sri Ram
taang	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Meri ek taang nakli hai main Hockey ka Bahut bada Khiladi tha, Ek Din meri kisi baat se Uday bhai ko gussa aaya.. Meri hi hockey stick se...
talaq	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Bhai TripleTalaq koi issue Hi NHi h ... Aur itna aasan NHi Hota talaq dena ya Lena ...
tatti	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	agar tatti hui hi nahi usse pehle kyu dhona, ma'm ye wala zabardast logic istemaal kar rahi hai.
tujh	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	LoKarDi_RT Theek hai, aaj se tujh par hit karna bandh
unsubtledesi	10	HINGLISH	no_context_default	
uth	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Lala_The_Don Bahut ho gaya drama Nitish jee..Ab aapka jhoot ka parda uth gaya hai NitishKaNakliVikas
vyomnaut	10	HINGLISH	no_context_default	
without	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Mishi091_ yeah IA .. aur bhut accha decision tha Lala ko 6 overs phelay bhejne ka .. without pressure khela hai tu maza bhi aya
zameen	10	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	imcomplicated__ ye zameen ruk jaaye, aasman jhuk jaaye, tera chehra jab nazar aaye
aadhe	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	aisa hee huaa thaa last match me . . kamar toot gayee aadhe sofe par latke hue lekin himmat thee ko koi hilaa ho . .
aahe	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	viveks1107 tu shift zhaalays ka tithe? Mi sadhya Dilli la aahe
aashirwad	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Sir, mujhe aashirwad do main tumhare nek feminists raahon par chalna chahta hu, agenda uncha rahe hamara.
achchi	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Mall me saari ladkiyan achchi lagti hai GuyFacts
amitabh	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	proud of aishwarya's french honour: big b: mumbai , nov 2 (ians) megastar amitabh bachchan says he is proud that . . . http/URL
apke	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Aur agar apke support karne ka tarika yahi hai to aap to JNU ko bhi support karte honge 0 JNU JNUSU
bachchan	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	proud of aishwarya's french honour: big b: mumbai , nov 2 (ians) megastar amitabh bachchan says he is proud that . . . http/URL
bechara	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	BolshoyBooze Shakti bechara kabhi kuch bolta nahi hai, he is like a husband eve n before marriage.
bewakoof	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	dedh_battery pata hai, mujhe ashcharya hota hai investors par, kitne bewakoof hain, ya phir ye IITians bade shatir, like kejri lol
bhare	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sala olympics k game bhare rehte the isme . . . . dhokebaaz >_<
bhole	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	HaramiParindey bhole ka prasad
bhook	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	abhi tu bhook mat lagwa..
bhot	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	narendramodi ji ab bhot hogya " ham aapki har baat maan rhe h aap bhi hamari ek baat manlo " ab bullet ki jagah bullet hi khilao 0 MannKiBaat
bigad	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	barkhasbutt ashutosh83B Delhi aakar bigad gayi hai
celeb	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	someUSER brilliant result ! ! i think the winnings may go on our phone bill after i'm a celeb or dancing on ice if the rumours are true :(
chalti	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	yanha kaunsi train khali chalti hai .
choti	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ek choti seat aage bhi hoti thi . . . :p
chutiye	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	gaali dena kam kar diya hai maine yahan, warna ek badi wali zaroor deta, mauka bhi hai aur dastoor bhi, chutiye bhare hai
congrats	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	imVkohli sachin_rt kohli hai bhai kohli hai bura na mano holi hai . Virat bhai congrats for winning again against Pak . bharat mata ki jai
dala	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	lol admin atention seeker h jante bujhte post dala ki coment mile >_<
dashhtweets	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	dashhtweets 1-2 saal pehle maine hi bataya tha
doosri	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	OdedraJagdish doosri bar dekh raha hu k
durr	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	imcomplicated__ tum itne durr ho phir bhi dil ke paas ho.
dusro	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	saynotocorruption timetochange say no to dummies jinke pass khud ka dimaag nahi dusro k kahne par chalte hai MakeInIndia
failedcmnitish	9	HINGLISH	no_context_default	
gf	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	acha hua gf ne chhod diya . . . ab tera waqt kuch useful kaamo mein lagega . . . .
gurgaon	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	MyLifeInSixWords Theke band hogaye hain, gurgaon chalo!
haalat	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Return gift me youtube ka link - Dekh tere sansaar ki haalat kya ho gayee bhagwaan.. Kitna badal gaya insaan
halat	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	do salo se media ka pura dhyan j&k pe hi h..chahe ho JNU ka ya stone pelting ya hafij ya burhan mamla..fir v halat bad se badtar!
hara	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	3 stages of life of Sagarika Ghose: 1) Janam 2) Humpe ye kisne hara rang daala.. Khushi ne hamari.. Hume.. Maar dala.. 3) Maut
horaha	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ye horaha hai desh mein, saala hum mard hi kyu bardaasht kare sab? Feminists saheliyan kahan hai? …
hy	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ImranKhanPTI trump Ki bat kar raha hy or yah minister ho kr JIT ka rona ro raha hy
intezar	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	zindagi bhar intezar bhaiiiii.....is duniya mein sirf aap ke liye
ismein	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	nainkatary ismein hasna kyu hai?
jaag	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Desh ka yuva jaag chuka hai, yuvika ka kya?
jaanch	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Kejriwal : hum us runout ki CBI jaanch karwaengey ! IndvsPak BleedBlue
jaanta	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Alllahdin tujhe USB cable pata hai! Main sab jaanta hu, Janata ko andhere mein naa rakho
jaenge	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ek_samosa_dena 9 Nov ke baad thande pad jaenge sab. BiharKaJaichandShatrughan
jald	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	i jush hope k wo insaan jald se jald pkra jaye jisne yeh fake pic bnaya ....
jawaab	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	LoKarloUnfollow karara jawaab milega.. karara jawaab milega..
jdu	9	HINGLISH	no_context_default	
joydas	9	HINGLISH	no_context_default	
kaala	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Kya aapka bhi kaala hai? Dhan?
kahaanify	9	HINGLISH	no_context_default	
kahenge	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Kya Modi ji Bloodshot issue par kuch kahenge ?? ~ Liberals
karunga	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	The day Modi was banned to enter "US Bhaiyon aur "Behno kasam khata hu World tour karunga aur "US 10 baar jaunga GSTForNewIndia GST
kehti	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	"Mitron, madam kehti hai ye achhi baat nahi hai" - Narendra Manmohan Vajpayee PMMashUp
khatm	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	contra mein double player khelte waqt jab kisi ki chaal khatm ho jati thi toh c ka button dabakr saath wale ki chaal utarne ka maza hi kuchh aur hua karta tha . . . .
khela	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Mishi091_ yeah IA .. aur bhut accha decision tha Lala ko 6 overs phelay bhejne ka .. without pressure khela hai tu maza bhi aya
khelte	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	contra mein double player khelte waqt jab kisi ki chaal khatm ho jati thi toh c ka button dabakr saath wale ki chaal utarne ka maza hi kuchh aur hua karta tha . . . .
knicks	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	i want tickets to the thursday game heat vs knicks (game 3) hmm . . .
kripa	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	bhak_sala IndianExpress bas aise hi kripa bani rahe
kshisodia	9	HINGLISH	no_context_default	
kyonki	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........
ladai	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Jo ladai me saath tha.. Ab se RT bhi usi ko milegi JanhitMeJaari
laddu	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	gantantra divas ke laddu wah bhai kya baat kya baat kya baat . . .
lagata	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Aree ArvindKejriwal ka kaam nei hai , Khali aarop lagata hai ! CAGExposedGadkari :P
lagte	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Sir dont lie.. 8th Nov ke pehle bhi SBI me withdrawal ke 20 minute lagte the …
lamba	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	journojuno zye oonth pahaad se bhi lamba hai LOL!
landacquisitionbill	9	HINGLISH	no_context_default	
luv	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	aj apne hum sbko bht hurt kiye salman...apse ye umid nhi thi hum sb ko :-(...bt m also luv u salman...:)
maarne	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	MahaShivratri pe doodh waste na karne wale , plz bataye ki cake pe candle laga ke phoonk maarne mein kya Logic hai ??? :-D #
maarte	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	KyaUkhaadLega bhigo ke maarte ho har baat pe
maggi	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	tinabasetia maggi bhi ban gayee Being_Humor
marte	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ab karo surgicalstrike & do the show - off .. Modi Modi karne se kuchh nahi hoga " jawan marte rahenge & ye bhaio behno karte rahenge
naha	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	KajuBadamChor tu ja naha kar aa TheVacuumHead ShraddhaKapoor
naukri	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Doston , bhaiayon or bahno meri sarkar aayegi to 1year ma 3cr berojgaron KO naukri dunga ... he he # _
nikle	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	retardedwriter akhil_bits ek dam. sar par kaffan baandh kar nikle hai
padhne	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ye sab padhne se pehle meri aankhein kyun nahi phoot gayi …
pandya	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ye Dhoni to pandya ko leke emotional ho raha hai !!
peeta	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	vakeel_saheba saraab nahi peeta main raviwar ko
piya	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ek_samosa_dena kaam par daaru mat piya kar!
pucha	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	cheapest nahi pucha. Best pucha hai.
rahane	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	sa bowlers were talking to dhavan kohli and rahane in between overs . . . " bhai , bas hamare kapde hare he , ham sacchhi me pakistani nahi he . . god promise . . "
rone	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	The_Sleigher Mujhe darr hai RT spree de diya to Sir emotional ho kar rone na lag jaye
salu	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Dongiri tb hogi jb salu bhai(Salman) nd GuRu bhai(Hemant) dono sath me honge..
satya	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.retardedwriter satya vachhan
sharab	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	DuttYogi TheRahulMehra ZeeNewsSports Salman ne kai baar kanoon toda hai , sharab peekar logo ki hatya ki hai , SalmanForRio ??
sharanyashettyy	9	HINGLISH	no_context_default	
shoaib	9	HINGLISH	no_context_default	
sim	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	PA - Jio sim ki ad Modi ne kari Tim Cook - Hum iPhone7 ke liye Obama ko sign karte hai PA - bad idea, Obama se achcha hai Kejriwal ko karo
sudhar	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	NDTVRavishKumar TripleTalaq band hone se kya desh ki economy sudhar jayegi DalitAtrocity khatm hogi Vikas ki raftaar badegi
sunte	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Waise to ArvindKejriwal Sirf Sonia/Sisodia/Sanjay Ki hi sunte h par is bar chetan_bhagat Ki sun li aur AugustaWestland p muh kholdiya wah
supw	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mere primary school ke supw projects mere papa he banate the par mere h . s . school ke supw teacher toh mere papa he the , . . . yaad aa gaye woh din :d
swagat	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Finally bank ki line se free ho kar apne Mahesh babu Fussy_Ca wapas aa gaye hai Itna swagat kare
tareef	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Tum log isi desh me baith kar isi desh ki buraiya peet sakte ho, koi bahar jaake india ki tareef nahi kar sakta? cocaine band kardo …
thak	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Journo: Laluji, aapne 11 bacche kyon paida kiye? Lalu: Kyonki uske baad hum thak gaye thay.
thedillimirror	9	HINGLISH	no_context_default	
udhar	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Lambar_Daar haha bhai subah se idhar udhar ho raha hu MAKKARROMA
until	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	i'm not gon believe that victor cruz is the real deal until he lines up outside , no slot , and doesn't disappear like he did sunday
usme	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.SRKswarrior1 bas bata raha hu intolerance kya hota hai.. Yaha kama kha rahe hai aaraam se usme bhi chain nahi.. Baki tu samajdaar hai
vadra	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	ab mai wait kar raha hu ki wo chota sa farmer ( vadra ) kab sucide karega :/
yuvraj	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Aur yuvraj ki SurgicalStrike se Pakistan ke 2 player ghayal .
zarurat	9	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	mast hai.. aap bhi dekha karo.. daru ki zarurat nahi padti phir
aadhi	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	nainkatary tumhari aadhi shakal ne aise philosopher bana diya hai, achha hai poori shakal nahi dekhi ab tak.
abey	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	abey guddu ka religion kyu change kar diya ? ? ? jesus k jageh god likhna tha !
akela	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Pyar dilon ka mela hai, mele mein ye akela hai AaiChaGhoEmo
anupampkher	8	HINGLISH	no_context_default	
ata	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kya gussa ata tha dukan wale par . maine to dukan sae 64 in 1 layi aur cartridge adal badal ka apna badla pura kiya tha . . . . :p
azaadi	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	GhantaGuy is rishtewaad se azaadi
baarish	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.sagarikaghose ab baarish bhi Modi jo karwaenge ?? Kyu paglu aurat
bachi	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	main to bachi hui chalk bhi chhupa deta tha . jisse ki bar bar lene jaana pade .
badha	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	arunjaitley service tax badha diya sir ?? Chalo jaise aap chaho !!!
badnaam	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Dishasatra badnaam naa karo!
banate	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	"Kya kaha.. Tum achche din bhi banate ho.. 2 lakh ka order le lo.. par unpe Made In India likhna.."
bataya	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	dashhtweets 1-2 saal pehle maine hi bataya tha
bedi	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	rashtrawad led by kiran bedi ki jeet hogi !
bekar	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kaun bole parents ko nahi hai interest unke bete mein :d :d toh bekar mein kyun dekho usse
bf	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Brlnt Ans By bf on Brk Up . Girl
bhaag	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	.2witsofwisdom Main to ready hoon ji, yeh log bhaag rahe hain sardesairajdeep VishalDadlani
bhag	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	kya pagalpanti hai . . . ghar se bhag jana kisi problem ka solution nahi hai . . . be brave yaar . . . aur sach bata de sabi ko .
bhikari	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ye naya bhikari kaun hai KaminaPun ? Attention lene aa gaya witchybitchygal drmalvika6
bitcoin	8	HINGLISH	no_context_default	
bna	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Tu apni state mein "rape violence rok. Haryana ki durdasha kar di hai. Film bada issue nhi hai murkh. Bada Deshbhakti ka tekhedar bna hai.
buri	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Pitch hai kisi aashiq ka dil, bahut buri tarah se toota hai. INDvsAUS
burnol	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	:D' lagane se jalan kam nahi hoti. Use burnol …
catwomaniya	8	HINGLISH	no_context_default	
cheen	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	supaarwoman Chhod na.. Itni si baat ke liye kisi ki naukari mat cheen ishaan21
chhe	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Lagharvaghar ahya kale pate chhe navratri
chipka	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	jab tak dhoni hai atleast main to chipka rahunga ..:)
chote	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	aur to aur chalk k chote chote tukde bhi zma kerte they . . . ya dusre section k black board k neeche pade tukde bhi la k dete they kabhi :p
darshan	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	tweeting_pal wow.. Dulabh jagaho par hi bade bade devi devatao ke darshan hote hai.. Hum to dhanya ho gaye aapka mention paa kar
deepika	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Ranveer's Mom: "Iss kamre ka parda kidhar gaya..???" Ranveer's brother: " Mummy bhaiya deepika aunty ke saath date par gaye hai.."
dev	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	har har maha dev . . dil ke sachche log hai . . is gau wale . . . j'ai ho
dhokha	8	HINGLISH	llm_call_failed_default:rate-limit: HTTP 429 rate-limit (no Retry-After header in response)	Shahrcasm LOL.. Maine aajtak dhokha nahi diya,, bas khaya hai
