token	label	method
kya.."	NON_LINGUISTIC	regex_prefilter
kya.....i	NON_LINGUISTIC	regex_prefilter
kya...18	NON_LINGUISTIC	regex_prefilter
kya...???	NON_LINGUISTIC	regex_prefilter
kya...?????	NON_LINGUISTIC	regex_prefilter
kya.pyaar	NON_LINGUISTIC	regex_prefilter
kya?!	NON_LINGUISTIC	regex_prefilter
kya????bolti	NON_LINGUISTIC	regex_prefilter
kya?ek_samosa_dena	NON_LINGUISTIC	regex_prefilter
kya_bolte_mama	NON_LINGUISTIC	regex_prefilter
kyaa???:p	NON_LINGUISTIC	regex_prefilter
kyaa????	NON_LINGUISTIC	regex_prefilter
kyaaa	UNCERTAIN_NEEDS_LLM	unresolved
kyaaa?	NON_LINGUISTIC	regex_prefilter
kyabiharmeinsarkaarhai	UNCERTAIN_NEEDS_LLM	unresolved
kyanat	UNCERTAIN_NEEDS_LLM	unresolved
kyapata	UNCERTAIN_NEEDS_LLM	unresolved
kyc	UNCERTAIN_NEEDS_LLM	unresolved
kyi	UNCERTAIN_NEEDS_LLM	unresolved
kyon,	NON_LINGUISTIC	regex_prefilter
kyonhki	UNCERTAIN_NEEDS_LLM	unresolved
kyonko	UNCERTAIN_NEEDS_LLM	unresolved
kyoon	UNCERTAIN_NEEDS_LLM	unresolved
kyoun	UNCERTAIN_NEEDS_LLM	unresolved
kysa	UNCERTAIN_NEEDS_LLM	unresolved
kyun.	NON_LINGUISTIC	regex_prefilter
kyun.....	NON_LINGUISTIC	regex_prefilter
kyun??	NON_LINGUISTIC	regex_prefilter
la.	NON_LINGUISTIC	regex_prefilter
laa..."	NON_LINGUISTIC	regex_prefilter
laadla	UNCERTAIN_NEEDS_LLM	unresolved
laadle	UNCERTAIN_NEEDS_LLM	unresolved
laae	UNCERTAIN_NEEDS_LLM	unresolved
laag	UNCERTAIN_NEEDS_LLM	unresolved
laagli	UNCERTAIN_NEEDS_LLM	unresolved
laagoo	UNCERTAIN_NEEDS_LLM	unresolved
laaiye...police	NON_LINGUISTIC	regex_prefilter
laajawaab	UNCERTAIN_NEEDS_LLM	unresolved
laajo	UNCERTAIN_NEEDS_LLM	unresolved
laakar	UNCERTAIN_NEEDS_LLM	unresolved
laake	UNCERTAIN_NEEDS_LLM	unresolved
laakh	UNCERTAIN_NEEDS_LLM	unresolved
laakham	UNCERTAIN_NEEDS_LLM	unresolved
laakhan	UNCERTAIN_NEEDS_LLM	unresolved
laala,	NON_LINGUISTIC	regex_prefilter
laala.	NON_LINGUISTIC	regex_prefilter
laalach	UNCERTAIN_NEEDS_LLM	unresolved
laaloo	UNCERTAIN_NEEDS_LLM	unresolved
laam	UNCERTAIN_NEEDS_LLM	unresolved
laani	UNCERTAIN_NEEDS_LLM	unresolved
laao	UNCERTAIN_NEEDS_LLM	unresolved
laaton	UNCERTAIN_NEEDS_LLM	unresolved
laavli	UNCERTAIN_NEEDS_LLM	unresolved
laaya,	NON_LINGUISTIC	regex_prefilter
laaya.	NON_LINGUISTIC	regex_prefilter
laayi	UNCERTAIN_NEEDS_LLM	unresolved
labors	ENGLISH	wordnet_exact
labrinth	ENGLISH	wordnet_fuzzy_edit1
lace	ENGLISH	wordnet_exact
lachhmandas	UNCERTAIN_NEEDS_LLM	unresolved
lack	ENGLISH	wordnet_exact
lacks	ENGLISH	wordnet_exact
ladaa	UNCERTAIN_NEEDS_LLM	unresolved
ladaai	UNCERTAIN_NEEDS_LLM	unresolved
ladai...............:p	NON_LINGUISTIC	regex_prefilter
ladaye	UNCERTAIN_NEEDS_LLM	unresolved
ladayi	UNCERTAIN_NEEDS_LLM	unresolved
ladayi,	NON_LINGUISTIC	regex_prefilter
laddakh	UNCERTAIN_NEEDS_LLM	unresolved
ladddooooooooooo	UNCERTAIN_NEEDS_LLM	unresolved
laddo	UNCERTAIN_NEEDS_LLM	unresolved
ladduo	UNCERTAIN_NEEDS_LLM	unresolved
ladeej	UNCERTAIN_NEEDS_LLM	unresolved
ladenge	UNCERTAIN_NEEDS_LLM	unresolved
ladi...	NON_LINGUISTIC	regex_prefilter
ladiescoachtalks	UNCERTAIN_NEEDS_LLM	unresolved
ladiyon	UNCERTAIN_NEEDS_LLM	unresolved
ladka.	NON_LINGUISTIC	regex_prefilter
ladkdi	UNCERTAIN_NEEDS_LLM	unresolved
ladke,	NON_LINGUISTIC	regex_prefilter
ladkia	UNCERTAIN_NEEDS_LLM	unresolved
ladkibaaz	UNCERTAIN_NEEDS_LLM	unresolved
ladkio	UNCERTAIN_NEEDS_LLM	unresolved
ladkiya?	NON_LINGUISTIC	regex_prefilter
ladkiyan!	NON_LINGUISTIC	regex_prefilter
ladkyian	UNCERTAIN_NEEDS_LLM	unresolved
lado	UNCERTAIN_NEEDS_LLM	unresolved
ladoo)	NON_LINGUISTIC	regex_prefilter
lady's	NON_LINGUISTIC	regex_prefilter
ladykiller	ENGLISH	wordnet_fuzzy_edit2
ladylikemadness	UNCERTAIN_NEEDS_LLM	unresolved
ladywithflawsusko	UNCERTAIN_NEEDS_LLM	unresolved
lafda	UNCERTAIN_NEEDS_LLM	unresolved
lafde	UNCERTAIN_NEEDS_LLM	unresolved
laffin	UNCERTAIN_NEEDS_LLM	unresolved
lafzon	UNCERTAIN_NEEDS_LLM	unresolved
laga...good.night.sahb	NON_LINGUISTIC	regex_prefilter
lagaa	UNCERTAIN_NEEDS_LLM	unresolved
lagaana	UNCERTAIN_NEEDS_LLM	unresolved
lagaane,	NON_LINGUISTIC	regex_prefilter
lagaan…	NON_LINGUISTIC	regex_prefilter
lagaayi	UNCERTAIN_NEEDS_LLM	unresolved
lagaega	UNCERTAIN_NEEDS_LLM	unresolved
lagai..	NON_LINGUISTIC	regex_prefilter
lagam	UNCERTAIN_NEEDS_LLM	unresolved
lagao,	NON_LINGUISTIC	regex_prefilter
lagao..	NON_LINGUISTIC	regex_prefilter
lagayee	UNCERTAIN_NEEDS_LLM	unresolved
lagayee..	NON_LINGUISTIC	regex_prefilter
lagayega	UNCERTAIN_NEEDS_LLM	unresolved
lagayega.	NON_LINGUISTIC	regex_prefilter
lagayi?	NON_LINGUISTIC	regex_prefilter
lagbhag	UNCERTAIN_NEEDS_LLM	unresolved
lagdey	UNCERTAIN_NEEDS_LLM	unresolved
lagee..	NON_LINGUISTIC	regex_prefilter
lagega!	NON_LINGUISTIC	regex_prefilter
lagega,	NON_LINGUISTIC	regex_prefilter
lagega..	NON_LINGUISTIC	regex_prefilter
lagega?	NON_LINGUISTIC	regex_prefilter
lagegi.	NON_LINGUISTIC	regex_prefilter
lagegi?	NON_LINGUISTIC	regex_prefilter
lagela	UNCERTAIN_NEEDS_LLM	unresolved
lageraho	UNCERTAIN_NEEDS_LLM	unresolved
lageta	UNCERTAIN_NEEDS_LLM	unresolved
lagg	UNCERTAIN_NEEDS_LLM	unresolved
laghateparth	UNCERTAIN_NEEDS_LLM	unresolved
lagi?	NON_LINGUISTIC	regex_prefilter
lagkte	UNCERTAIN_NEEDS_LLM	unresolved
lagni	UNCERTAIN_NEEDS_LLM	unresolved
lago	UNCERTAIN_NEEDS_LLM	unresolved
lago..	NON_LINGUISTIC	regex_prefilter
lagogi	UNCERTAIN_NEEDS_LLM	unresolved
lagoo	UNCERTAIN_NEEDS_LLM	unresolved
lagoo.	NON_LINGUISTIC	regex_prefilter
lagta.	NON_LINGUISTIC	regex_prefilter
lagte..	NON_LINGUISTIC	regex_prefilter
lagtey	UNCERTAIN_NEEDS_LLM	unresolved
lagti?	NON_LINGUISTIC	regex_prefilter
lagu"	NON_LINGUISTIC	regex_prefilter
lagu...	NON_LINGUISTIC	regex_prefilter
lagu...bina	NON_LINGUISTIC	regex_prefilter
lagvayi	UNCERTAIN_NEEDS_LLM	unresolved
lagwa..	NON_LINGUISTIC	regex_prefilter
lagwaega	UNCERTAIN_NEEDS_LLM	unresolved
lagwane	UNCERTAIN_NEEDS_LLM	unresolved
lagwao	UNCERTAIN_NEEDS_LLM	unresolved
lagwao..	NON_LINGUISTIC	regex_prefilter
lagwayi	UNCERTAIN_NEEDS_LLM	unresolved
lag…	NON_LINGUISTIC	regex_prefilter
lahar,	NON_LINGUISTIC	regex_prefilter
lahersingh1	NON_LINGUISTIC	regex_prefilter
laidback1954	NON_LINGUISTIC	regex_prefilter
laine	UNCERTAIN_NEEDS_LLM	unresolved
lakar	UNCERTAIN_NEEDS_LLM	unresolved
lakers	UNCERTAIN_NEEDS_LLM	unresolved
lakhvama	UNCERTAIN_NEEDS_LLM	unresolved
lakiron	UNCERTAIN_NEEDS_LLM	unresolved
lakshman	UNCERTAIN_NEEDS_LLM	unresolved
lakshmi	ENGLISH	wordnet_exact
lakshmikala	UNCERTAIN_NEEDS_LLM	unresolved
lakshmila_	NON_LINGUISTIC	regex_prefilter
lal,	NON_LINGUISTIC	regex_prefilter
lal-	NON_LINGUISTIC	regex_prefilter
lal..	NON_LINGUISTIC	regex_prefilter
lal:	NON_LINGUISTIC	regex_prefilter
lal:"bitch	NON_LINGUISTIC	regex_prefilter
lalala	UNCERTAIN_NEEDS_LLM	unresolved
lalchi	UNCERTAIN_NEEDS_LLM	unresolved
lalettan	UNCERTAIN_NEEDS_LLM	unresolved
lalettan_boys	NON_LINGUISTIC	regex_prefilter
lali	UNCERTAIN_NEEDS_LLM	unresolved
lalit-vijay	NON_LINGUISTIC	regex_prefilter
lalit04119	NON_LINGUISTIC	regex_prefilter
lalko	UNCERTAIN_NEEDS_LLM	unresolved
lalla	UNCERTAIN_NEEDS_LLM	unresolved
lalsa	UNCERTAIN_NEEDS_LLM	unresolved
lalu-mulayam	NON_LINGUISTIC	regex_prefilter
lalu:	NON_LINGUISTIC	regex_prefilter
laluji,	NON_LINGUISTIC	regex_prefilter
laluraj"	NON_LINGUISTIC	regex_prefilter
lamb	ENGLISH	wordnet_exact
lambert	ENGLISH	wordnet_exact
lame.	NON_LINGUISTIC	regex_prefilter
lamho..	NON_LINGUISTIC	regex_prefilter
lammpat	UNCERTAIN_NEEDS_LLM	unresolved
lan	ENGLISH	wordnet_exact
lana"	NON_LINGUISTIC	regex_prefilter
landline	ENGLISH	wordnet_exact
landmark	ENGLISH	wordnet_exact
lands	ENGLISH	wordnet_exact
landsliding	UNCERTAIN_NEEDS_LLM	unresolved
langoti,	NON_LINGUISTIC	regex_prefilter
langushing	UNCERTAIN_NEEDS_LLM	unresolved
lankan	UNCERTAIN_NEEDS_LLM	unresolved
lannister	UNCERTAIN_NEEDS_LLM	unresolved
lao!	NON_LINGUISTIC	regex_prefilter
lao.	NON_LINGUISTIC	regex_prefilter
laoga.	NON_LINGUISTIC	regex_prefilter
lapetkar	UNCERTAIN_NEEDS_LLM	unresolved
laplapa	UNCERTAIN_NEEDS_LLM	unresolved
laplapayee	UNCERTAIN_NEEDS_LLM	unresolved
lapoori	UNCERTAIN_NEEDS_LLM	unresolved
laps	ENGLISH	wordnet_exact
laqshya	UNCERTAIN_NEEDS_LLM	unresolved
lara	UNCERTAIN_NEEDS_LLM	unresolved
larka	UNCERTAIN_NEEDS_LLM	unresolved
larki	UNCERTAIN_NEEDS_LLM	unresolved
larkia	UNCERTAIN_NEEDS_LLM	unresolved
larva	ENGLISH	wordnet_exact
lash	ENGLISH	wordnet_exact
lashain	UNCERTAIN_NEEDS_LLM	unresolved
lashen	UNCERTAIN_NEEDS_LLM	unresolved
laskhman:	NON_LINGUISTIC	regex_prefilter
lastly	ENGLISH	wordnet_exact
lasts	ENGLISH	wordnet_exact
lataa	UNCERTAIN_NEEDS_LLM	unresolved
latamangeshkar	UNCERTAIN_NEEDS_LLM	unresolved
late..!!	NON_LINGUISTIC	regex_prefilter
lately	ENGLISH	wordnet_exact
later	ENGLISH	wordnet_exact
latest	ENGLISH	wordnet_exact
latest...-	NON_LINGUISTIC	regex_prefilter
late😄	NON_LINGUISTIC	regex_prefilter
lathiwalebaba	UNCERTAIN_NEEDS_LLM	unresolved
latino	ENGLISH	wordnet_exact
latkane	UNCERTAIN_NEEDS_LLM	unresolved
latke	ENGLISH	wordnet_exact
latki	UNCERTAIN_NEEDS_LLM	unresolved
latte	ENGLISH	wordnet_exact
laufed	UNCERTAIN_NEEDS_LLM	unresolved
laughed	ENGLISH	wordnet_exact
laughter	ENGLISH	wordnet_exact
lauhar	UNCERTAIN_NEEDS_LLM	unresolved
lauki	UNCERTAIN_NEEDS_LLM	unresolved
launched	ENGLISH	wordnet_exact
launda..	NON_LINGUISTIC	regex_prefilter
launda...rofl!!!	NON_LINGUISTIC	regex_prefilter
launday	ENGLISH	wordnet_fuzzy_edit1
laundey	ENGLISH	wordnet_fuzzy_edit1
laundry	ENGLISH	wordnet_exact
launga.	NON_LINGUISTIC	regex_prefilter
laura.	NON_LINGUISTIC	regex_prefilter
lauren	UNCERTAIN_NEEDS_LLM	unresolved
lauren's	NON_LINGUISTIC	regex_prefilter
lautaane	UNCERTAIN_NEEDS_LLM	unresolved
lautaata	UNCERTAIN_NEEDS_LLM	unresolved
lautaney	UNCERTAIN_NEEDS_LLM	unresolved
lautayega?	NON_LINGUISTIC	regex_prefilter
lautenge	UNCERTAIN_NEEDS_LLM	unresolved
lava	ENGLISH	wordnet_exact
lavaange,	NON_LINGUISTIC	regex_prefilter
lavanyaurlust	UNCERTAIN_NEEDS_LLM	unresolved
lavde..	NON_LINGUISTIC	regex_prefilter
lavdu,	NON_LINGUISTIC	regex_prefilter
lavigne's	NON_LINGUISTIC	regex_prefilter
lavkarach	UNCERTAIN_NEEDS_LLM	unresolved
law),	NON_LINGUISTIC	regex_prefilter
lawns	ENGLISH	wordnet_exact
lawyers	ENGLISH	wordnet_exact
lax	ENGLISH	wordnet_exact
laxmi	UNCERTAIN_NEEDS_LLM	unresolved
lay	ENGLISH	wordnet_exact
laya?	NON_LINGUISTIC	regex_prefilter
layega,	NON_LINGUISTIC	regex_prefilter
layega.	NON_LINGUISTIC	regex_prefilter
layege	UNCERTAIN_NEEDS_LLM	unresolved
layegi	UNCERTAIN_NEEDS_LLM	unresolved
layegi"	NON_LINGUISTIC	regex_prefilter
layenge	UNCERTAIN_NEEDS_LLM	unresolved
layenge,	NON_LINGUISTIC	regex_prefilter
layi	UNCERTAIN_NEEDS_LLM	unresolved
laying	ENGLISH	wordnet_exact
lazmi	UNCERTAIN_NEEDS_LLM	unresolved
lazy	ENGLISH	wordnet_exact
lck	UNCERTAIN_NEEDS_LLM	unresolved
le!!	NON_LINGUISTIC	regex_prefilter
le'	NON_LINGUISTIC	regex_prefilter
le...	NON_LINGUISTIC	regex_prefilter
le.......hi.bhaijaan	NON_LINGUISTIC	regex_prefilter
leag	UNCERTAIN_NEEDS_LLM	unresolved
leagal	UNCERTAIN_NEEDS_LLM	unresolved
leak	ENGLISH	wordnet_exact
learned	ENGLISH	wordnet_exact
leaving	ENGLISH	wordnet_exact
lechon	UNCERTAIN_NEEDS_LLM	unresolved
lecture	ENGLISH	wordnet_exact
lectures	ENGLISH	wordnet_exact
led	ENGLISH	wordnet_exact
ledki	UNCERTAIN_NEEDS_LLM	unresolved
lee's	NON_LINGUISTIC	regex_prefilter
leech	ENGLISH	wordnet_exact
leejiye	UNCERTAIN_NEEDS_LLM	unresolved
left,	NON_LINGUISTIC	regex_prefilter
left......waiting	NON_LINGUISTIC	regex_prefilter
left:	NON_LINGUISTIC	regex_prefilter
lefty	ENGLISH	wordnet_exact
lega'	NON_LINGUISTIC	regex_prefilter
lega.	NON_LINGUISTIC	regex_prefilter
legally	ENGLISH	wordnet_exact
legendary😍	NON_LINGUISTIC	regex_prefilter
legendforever	UNCERTAIN_NEEDS_LLM	unresolved
legendinmaking	UNCERTAIN_NEEDS_LLM	unresolved
legends	ENGLISH	wordnet_exact
legi,	NON_LINGUISTIC	regex_prefilter
legi..	NON_LINGUISTIC	regex_prefilter
legi?	NON_LINGUISTIC	regex_prefilter
legislations	ENGLISH	wordnet_exact
leh	UNCERTAIN_NEEDS_LLM	unresolved
leher	UNCERTAIN_NEEDS_LLM	unresolved
lehsun	UNCERTAIN_NEEDS_LLM	unresolved
lehte	UNCERTAIN_NEEDS_LLM	unresolved
lein.	NON_LINGUISTIC	regex_prefilter
lejaa	UNCERTAIN_NEEDS_LLM	unresolved
lejane	UNCERTAIN_NEEDS_LLM	unresolved
lekar,	NON_LINGUISTIC	regex_prefilter
lekar..	NON_LINGUISTIC	regex_prefilter
lekar?	NON_LINGUISTIC	regex_prefilter
leke.	NON_LINGUISTIC	regex_prefilter
leken	UNCERTAIN_NEEDS_LLM	unresolved
leki	UNCERTAIN_NEEDS_LLM	unresolved
lekin,	NON_LINGUISTIC	regex_prefilter
lekin..	NON_LINGUISTIC	regex_prefilter
lekr	UNCERTAIN_NEEDS_LLM	unresolved
lela	UNCERTAIN_NEEDS_LLM	unresolved
lele..	NON_LINGUISTIC	regex_prefilter
leliya!	NON_LINGUISTIC	regex_prefilter
lemebuntty	UNCERTAIN_NEEDS_LLM	unresolved
lemmon	ENGLISH	wordnet_exact
len.	NON_LINGUISTIC	regex_prefilter
lena..	NON_LINGUISTIC	regex_prefilter
lene"	NON_LINGUISTIC	regex_prefilter
lene.	NON_LINGUISTIC	regex_prefilter
leneka	UNCERTAIN_NEEDS_LLM	unresolved
lenge_x000d_	NON_LINGUISTIC	regex_prefilter
length	ENGLISH	wordnet_exact
lennge	UNCERTAIN_NEEDS_LLM	unresolved
lens	ENGLISH	wordnet_exact
leopard212	NON_LINGUISTIC	regex_prefilter
lep	UNCERTAIN_NEEDS_LLM	unresolved
less	ENGLISH	wordnet_exact
lessons	ENGLISH	wordnet_exact
leta!	NON_LINGUISTIC	regex_prefilter
leta,	NON_LINGUISTIC	regex_prefilter
leta?	NON_LINGUISTIC	regex_prefilter
lete...	NON_LINGUISTIC	regex_prefilter
letters	ENGLISH	wordnet_exact
leverkusen:	NON_LINGUISTIC	regex_prefilter
levis	ENGLISH	wordnet_exact
lfc	UNCERTAIN_NEEDS_LLM	unresolved
lg	UNCERTAIN_NEEDS_LLM	unresolved
lgaate	UNCERTAIN_NEEDS_LLM	unresolved
lgana	UNCERTAIN_NEEDS_LLM	unresolved
lgi...	NON_LINGUISTIC	regex_prefilter
lgm	UNCERTAIN_NEEDS_LLM	unresolved
lgte	UNCERTAIN_NEEDS_LLM	unresolved
li,	NON_LINGUISTIC	regex_prefilter
li..	NON_LINGUISTIC	regex_prefilter
li....ab	NON_LINGUISTIC	regex_prefilter
liam	UNCERTAIN_NEEDS_LLM	unresolved
liaqat842	NON_LINGUISTIC	regex_prefilter
liar	ENGLISH	wordnet_exact
liar.	NON_LINGUISTIC	regex_prefilter
lib	UNCERTAIN_NEEDS_LLM	unresolved
libaas	UNCERTAIN_NEEDS_LLM	unresolved
libaon	UNCERTAIN_NEEDS_LLM	unresolved
liberal's	NON_LINGUISTIC	regex_prefilter
liberalised	ENGLISH	wordnet_exact
liberalism	ENGLISH	wordnet_exact
liberals..	NON_LINGUISTIC	regex_prefilter
librals	UNCERTAIN_NEEDS_LLM	unresolved
licence	ENGLISH	wordnet_exact
lie-sense.	NON_LINGUISTIC	regex_prefilter
lie..	NON_LINGUISTIC	regex_prefilter
life?	NON_LINGUISTIC	regex_prefilter
lifelesstweep	UNCERTAIN_NEEDS_LLM	unresolved
lifetimeachievement	UNCERTAIN_NEEDS_LLM	unresolved
light,	NON_LINGUISTIC	regex_prefilter
light_0n	NON_LINGUISTIC	regex_prefilter
lighting	ENGLISH	wordnet_exact
lihht	UNCERTAIN_NEEDS_LLM	unresolved
lije	UNCERTAIN_NEEDS_LLM	unresolved
lijiye!	NON_LINGUISTIC	regex_prefilter
lijiyega	UNCERTAIN_NEEDS_LLM	unresolved
like..	NON_LINGUISTIC	regex_prefilter
likes..	NON_LINGUISTIC	regex_prefilter
likha.	NON_LINGUISTIC	regex_prefilter
likhai	UNCERTAIN_NEEDS_LLM	unresolved
likhan	UNCERTAIN_NEEDS_LLM	unresolved
likhat	UNCERTAIN_NEEDS_LLM	unresolved
likhaye	UNCERTAIN_NEEDS_LLM	unresolved
likhkar	UNCERTAIN_NEEDS_LLM	unresolved
likhna.."	NON_LINGUISTIC	regex_prefilter
likho	UNCERTAIN_NEEDS_LLM	unresolved
likhon	UNCERTAIN_NEEDS_LLM	unresolved
likhunga	UNCERTAIN_NEEDS_LLM	unresolved
likhwaya..	NON_LINGUISTIC	regex_prefilter
likhy	UNCERTAIN_NEEDS_LLM	unresolved
liking	ENGLISH	wordnet_exact
likkar	UNCERTAIN_NEEDS_LLM	unresolved
likne	UNCERTAIN_NEEDS_LLM	unresolved
lil	UNCERTAIN_NEEDS_LLM	unresolved
limbu	UNCERTAIN_NEEDS_LLM	unresolved
lincoln's	NON_LINGUISTIC	regex_prefilter
linear	ENGLISH	wordnet_exact
liner	ENGLISH	wordnet_exact
lingam	ENGLISH	wordnet_exact
lingaraj	UNCERTAIN_NEEDS_LLM	unresolved
lingodbhava	UNCERTAIN_NEEDS_LLM	unresolved
link...	NON_LINGUISTIC	regex_prefilter
link?	NON_LINGUISTIC	regex_prefilter
linkedin	UNCERTAIN_NEEDS_LLM	unresolved
lip	ENGLISH	wordnet_exact
lipstick	ENGLISH	wordnet_exact
lipstik	ENGLISH	wordnet_fuzzy_edit1
liquor	ENGLISH	wordnet_exact
list..	NON_LINGUISTIC	regex_prefilter
listeners:	NON_LINGUISTIC	regex_prefilter
listens:	NON_LINGUISTIC	regex_prefilter
literally	ENGLISH	wordnet_exact
literate	ENGLISH	wordnet_exact
literature	ENGLISH	wordnet_exact
littlejudgyeyes	UNCERTAIN_NEEDS_LLM	unresolved
lived	ENGLISH	wordnet_exact
liver	ENGLISH	wordnet_exact
liverpool	ENGLISH	wordnet_exact
livestream	UNCERTAIN_NEEDS_LLM	unresolved
livon	UNCERTAIN_NEEDS_LLM	unresolved
liya.."	NON_LINGUISTIC	regex_prefilter
liya...	NON_LINGUISTIC	regex_prefilter
liya:	NON_LINGUISTIC	regex_prefilter
liya😋😂gud	NON_LINGUISTIC	regex_prefilter
liye!	NON_LINGUISTIC	regex_prefilter
liye"	NON_LINGUISTIC	regex_prefilter
liye...	NON_LINGUISTIC	regex_prefilter
liye..?	NON_LINGUISTIC	regex_prefilter
liye.love	NON_LINGUISTIC	regex_prefilter
liyea	UNCERTAIN_NEEDS_LLM	unresolved
liyee	UNCERTAIN_NEEDS_LLM	unresolved
liyeee	UNCERTAIN_NEEDS_LLM	unresolved
liyen	UNCERTAIN_NEEDS_LLM	unresolved
liyye	UNCERTAIN_NEEDS_LLM	unresolved
ljubljana	ENGLISH	wordnet_exact
lk	UNCERTAIN_NEEDS_LLM	unresolved
lkh	UNCERTAIN_NEEDS_LLM	unresolved
lko	UNCERTAIN_NEEDS_LLM	unresolved
lkygrl18	NON_LINGUISTIC	regex_prefilter
ll	UNCERTAIN_NEEDS_LLM	unresolved
llcooljhangout	UNCERTAIN_NEEDS_LLM	unresolved
lliya	UNCERTAIN_NEEDS_LLM	unresolved
lmfaoo	UNCERTAIN_NEEDS_LLM	unresolved
lmk	UNCERTAIN_NEEDS_LLM	unresolved
lml	UNCERTAIN_NEEDS_LLM	unresolved
lmro45	NON_LINGUISTIC	regex_prefilter
lo...aapki	NON_LINGUISTIC	regex_prefilter
localheroin	UNCERTAIN_NEEDS_LLM	unresolved
located	ENGLISH	wordnet_exact
locations	ENGLISH	wordnet_exact
locket	ENGLISH	wordnet_exact
locks	ENGLISH	wordnet_exact
loco	ENGLISH	wordnet_exact
lodge*	NON_LINGUISTIC	regex_prefilter
lofer	UNCERTAIN_NEEDS_LLM	unresolved
log,diya	NON_LINGUISTIC	regex_prefilter
log....ab	NON_LINGUISTIC	regex_prefilter
log?"	NON_LINGUISTIC	regex_prefilter
loka	UNCERTAIN_NEEDS_LLM	unresolved
lokhande	UNCERTAIN_NEEDS_LLM	unresolved
loko	UNCERTAIN_NEEDS_LLM	unresolved
lokpal	UNCERTAIN_NEEDS_LLM	unresolved
lokpriye	UNCERTAIN_NEEDS_LLM	unresolved
loksabha	UNCERTAIN_NEEDS_LLM	unresolved
loktantra	UNCERTAIN_NEEDS_LLM	unresolved
lol!inke	NON_LINGUISTIC	regex_prefilter
lol....theek	NON_LINGUISTIC	regex_prefilter
lol..bandh	NON_LINGUISTIC	regex_prefilter
lolol.	NON_LINGUISTIC	regex_prefilter
lololol,	NON_LINGUISTIC	regex_prefilter
lololololololol	UNCERTAIN_NEEDS_LLM	unresolved
lolvillakuwait	UNCERTAIN_NEEDS_LLM	unresolved
lolwa	UNCERTAIN_NEEDS_LLM	unresolved
lolwut!	NON_LINGUISTIC	regex_prefilter
lolzz	UNCERTAIN_NEEDS_LLM	unresolved
london2012	NON_LINGUISTIC	regex_prefilter
loneranger	UNCERTAIN_NEEDS_LLM	unresolved
longest	ENGLISH	wordnet_exact
longonko	UNCERTAIN_NEEDS_LLM	unresolved
loog	UNCERTAIN_NEEDS_LLM	unresolved
loogoun	UNCERTAIN_NEEDS_LLM	unresolved
look..../ilu	NON_LINGUISTIC	regex_prefilter
lool	UNCERTAIN_NEEDS_LLM	unresolved
lool!	NON_LINGUISTIC	regex_prefilter
loon,	NON_LINGUISTIC	regex_prefilter
loonga	UNCERTAIN_NEEDS_LLM	unresolved
loonga..	NON_LINGUISTIC	regex_prefilter
loooooooll!!	NON_LINGUISTIC	regex_prefilter
looooove	UNCERTAIN_NEEDS_LLM	unresolved
looper	ENGLISH	wordnet_exact
loose	ENGLISH	wordnet_exact
loota,	NON_LINGUISTIC	regex_prefilter
looted	ENGLISH	wordnet_exact
lootna	UNCERTAIN_NEEDS_LLM	unresolved
lootne	UNCERTAIN_NEEDS_LLM	unresolved
lopesh	UNCERTAIN_NEEDS_LLM	unresolved
los	UNCERTAIN_NEEDS_LLM	unresolved
loser	ENGLISH	wordnet_exact
losers	ENGLISH	wordnet_exact
losing	ENGLISH	wordnet_exact
losingmotion	UNCERTAIN_NEEDS_LLM	unresolved
lost,	NON_LINGUISTIC	regex_prefilter
lostsachin	UNCERTAIN_NEEDS_LLM	unresolved
lota	ENGLISH	wordnet_exact
lote	UNCERTAIN_NEEDS_LLM	unresolved
loto.	NON_LINGUISTIC	regex_prefilter
lotsoflove	UNCERTAIN_NEEDS_LLM	unresolved
lou	UNCERTAIN_NEEDS_LLM	unresolved
lou?	NON_LINGUISTIC	regex_prefilter
loud	ENGLISH	wordnet_exact
lounda	UNCERTAIN_NEEDS_LLM	unresolved
lout	ENGLISH	wordnet_exact
lov	UNCERTAIN_NEEDS_LLM	unresolved
love_oindrila	NON_LINGUISTIC	regex_prefilter
lovebytes	UNCERTAIN_NEEDS_LLM	unresolved
lovee	UNCERTAIN_NEEDS_LLM	unresolved
loveeee	UNCERTAIN_NEEDS_LLM	unresolved
loveeeeeee	UNCERTAIN_NEEDS_LLM	unresolved
loveformsg2msg2	NON_LINGUISTIC	regex_prefilter
lovehandle_	NON_LINGUISTIC	regex_prefilter
loveit	UNCERTAIN_NEEDS_LLM	unresolved
lovelyricha1	NON_LINGUISTIC	regex_prefilter
lovemymessi	UNCERTAIN_NEEDS_LLM	unresolved
loveokplease	UNCERTAIN_NEEDS_LLM	unresolved
lovers	ENGLISH	wordnet_exact
lovesgotaholdonme	UNCERTAIN_NEEDS_LLM	unresolved
loveteam	UNCERTAIN_NEEDS_LLM	unresolved
lovly	UNCERTAIN_NEEDS_LLM	unresolved
lower	ENGLISH	wordnet_exact
loye	UNCERTAIN_NEEDS_LLM	unresolved
lsd	ENGLISH	wordnet_exact
lssnplxq	UNCERTAIN_NEEDS_LLM	unresolved
lsunil	UNCERTAIN_NEEDS_LLM	unresolved
lt	UNCERTAIN_NEEDS_LLM	unresolved
ltga	UNCERTAIN_NEEDS_LLM	unresolved
lu.	NON_LINGUISTIC	regex_prefilter
